,škola,třída,datum narození,datum testu,gender,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,subtest 1,subtest 2,subtest 3,subtest 4,subtest 5,subtest 6,subtest 7,subtest 8,test 1,test 2,test 3,test 4, TMC
471,E,1.A,,,?,3.0,2.0,3.0,13.0,11.0,7.0,12.0,4.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,20.0,12.0,6.0,13.0,5.0,4.0,3.0,5.0,1.0,5.0,10.0,10.0,10.0,6.0,10.0,10.0,6.0,0.0,10.0,10.0,0.0,9.37,9.0,33.0,8.0,15.0,4.0,4.0,0.0,1.0,6.0,7.0,0.0,100.0,10.0,12.0,50.0,12.0,3.0,11.0,8.0,15.0,7.0,7.0,11.0,12.0,30.0,37.0,40.0,36.0,32.0
472,E,1.A,,,M,2.0,1.0,0.0,5.0,10.0,4.0,12.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,2.0,39.0,14.0,7.0,13.0,7.0,4.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,6.0,10.0,10.0,6.0,0.0,10.0,10.0,10.0,8.55,16.0,38.0,35.0,38.0,5.0,4.0,4.0,4.0,7.0,10.0,1.0,140.0,25.0,13.0,60.0,50.0,5.0,12.0,19.0,22.0,15.0,19.0,14.0,21.0,30.0,53.0,60.0,62.0,52.0
473,E,1.A,,,M,3.0,2.0,0.0,1.0,12.0,3.0,11.0,4.0,3.0,5.0,4.0,3.0,5.0,3.0,4.0,34.0,14.0,6.0,16.0,4.0,4.0,5.0,5.0,5.0,5.0,10.0,5.0,10.0,6.0,10.0,10.0,6.0,10.0,10.0,10.0,0.0,9.71,19.0,40.0,24.0,35.0,5.0,5.0,4.0,2.0,10.0,10.0,0.0,100.0,23.0,13.0,50.0,24.0,13.0,13.0,17.0,21.0,15.0,19.0,17.0,17.0,45.0,55.0,57.0,57.0,55.0
474,E,1.A,,,F,2.0,2.0,0.0,1.0,10.0,1.0,12.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,6.0,0.0,12.0,8.0,13.0,7.0,4.0,5.0,5.0,5.0,5.0,10.0,2.0,10.0,6.0,10.0,10.0,6.0,10.0,10.0,10.0,10.0,9.13,15.0,43.0,25.0,31.0,4.0,2.0,4.0,0.0,3.0,3.0,1.0,100.0,17.0,10.0,60.0,60.0,6.0,18.0,11.0,18.0,24.0,19.0,11.0,19.0,42.0,41.0,65.0,59.0,52.0
475,E,1.A,,,F,3.0,3.0,0.0,0.0,12.0,12.0,12.0,4.0,5.0,5.0,3.0,4.0,5.0,3.0,3.0,26.0,14.0,8.0,16.0,7.0,4.0,5.0,5.0,0.0,5.0,10.0,7.0,10.0,6.0,10.0,10.0,6.0,10.0,10.0,10.0,0.0,8.58,18.0,40.0,37.0,38.0,5.0,5.0,4.0,4.0,5.0,4.0,1.0,130.0,18.0,16.0,60.0,60.0,22.0,10.0,19.0,14.0,13.0,21.0,17.0,22.0,52.0,56.0,46.0,65.0,57.0
476,E,1.A,,,F,3.0,2.0,0.0,2.0,12.0,10.0,8.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,41.0,14.0,8.0,17.0,7.0,4.0,5.0,5.0,5.0,5.0,10.0,7.0,10.0,6.0,10.0,10.0,6.0,10.0,10.0,10.0,0.0,8.59,12.0,42.0,334.0,33.0,4.0,2.0,5.0,4.0,10.0,7.0,2.0,130.0,17.0,16.0,60.0,60.0,8.0,14.0,24.0,19.0,13.0,21.0,19.0,22.0,40.0,64.0,52.0,65.0,57.0
477,E,1.A,,,F,3.0,2.0,0.0,8.0,11.0,8.0,12.0,4.0,5.0,6.0,4.0,5.0,5.0,4.0,6.0,29.0,13.0,8.0,16.0,6.0,4.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,6.0,10.0,10.0,6.0,0.0,10.0,10.0,0.0,10.34,17.0,43.0,26.0,29.0,5.0,4.0,4.0,4.0,10.0,10.0,1.0,100.0,14.0,13.0,26.0,37.0,5.0,18.0,16.0,21.0,7.0,15.0,20.0,13.0,41.0,58.0,47.0,49.0,48.0
478,E,1.A,,,M,2.0,1.0,0.0,6.0,12.0,5.0,12.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,39.0,15.0,7.0,16.0,5.0,4.0,5.0,5.0,0.0,5.0,10.0,10.0,10.0,6.0,10.0,0.0,6.0,0.0,10.0,10.0,10.0,9.91,11.0,44.0,19.0,34.0,5.0,1.0,0.0,1.0,2.0,4.0,1.0,110.0,10.0,13.0,15.0,30.0,11.0,15.0,24.0,19.0,12.0,12.0,6.0,15.0,45.0,50.0,51.0,47.0,48.0
479,E,1.A,,,M,3.0,2.0,0.0,5.0,10.0,4.0,12.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,46.0,16.0,8.0,17.0,6.0,4.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,6.0,10.0,10.0,6.0,0.0,10.0,10.0,0.0,8.89,12.0,36.0,21.0,36.0,5.0,1.0,0.0,0.0,2.0,2.0,4.0,120.0,15.0,14.0,38.0,20.0,11.0,20.0,29.0,25.0,11.0,19.0,6.0,16.0,50.0,56.0,57.0,56.0,57.0
480,E,1.A,,,F,2.0,2.0,0.0,4.0,10.0,9.0,12.0,3.0,5.0,5.0,4.0,5.0,5.0,3.0,2.0,13.0,15.0,7.0,17.0,7.0,4.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,6.0,10.0,10.0,6.0,10.0,10.0,10.0,0.0,8.76,20.0,48.0,29.0,37.0,5.0,5.0,3.0,3.0,10.0,5.0,1.0,120.0,25.0,23.0,60.0,60.0,7.0,10.0,16.0,22.0,13.0,20.0,18.0,23.0,34.0,54.0,56.0,65.0,53.0
481,E,1.A,,,F,3.0,3.0,0.0,5.0,12.0,8.0,11.0,4.0,5.0,6.0,4.0,4.0,5.0,3.0,0.0,33.0,13.0,8.0,14.0,5.0,4.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,6.0,10.0,10.0,6.0,10.0,10.0,10.0,0.0,9.42,14.0,39.0,23.0,36.0,4.0,3.0,4.0,1.0,4.0,2.0,1.0,110.0,13.0,14.0,60.0,60.0,11.0,11.0,17.0,23.0,14.0,16.0,12.0,20.0,40.0,49.0,59.0,57.0,51.0
482,E,1.A,,,M,3.0,3.0,2.0,5.0,11.0,9.0,12.0,4.0,5.0,6.0,4.0,4.0,4.0,4.0,5.0,62.0,15.0,8.0,15.0,6.0,4.0,5.0,5.0,0.0,5.0,10.0,4.0,10.0,6.0,10.0,10.0,6.0,10.0,10.0,10.0,0.0,8.01,21.0,42.0,35.0,41.0,5.0,4.0,3.0,3.0,10.0,7.0,4.0,140.0,23.0,19.0,52.0,60.0,13.0,18.0,28.0,15.0,15.0,25.0,18.0,23.0,50.0,72.0,50.0,70.0,64.0
483,E,1.A,,,F,3.0,3.0,0.0,0.0,10.0,12.0,12.0,3.0,5.0,6.0,4.0,4.0,4.0,4.0,6.0,32.0,14.0,7.0,15.0,6.0,4.0,5.0,5.0,3.0,5.0,10.0,10.0,10.0,6.0,10.0,10.0,6.0,10.0,10.0,10.0,0.0,10.07,16.0,45.0,31.0,33.0,5.0,4.0,4.0,2.0,10.0,6.0,1.0,110.0,18.0,13.0,60.0,60.0,19.0,16.0,19.0,20.0,14.0,19.0,20.0,21.0,56.0,60.0,55.0,62.0,61.0
484,E,1.A,,,F,2.0,3.0,0.0,3.0,10.0,9.0,12.0,3.0,4.0,5.0,4.0,5.0,5.0,0.0,4.0,22.0,14.0,7.0,11.0,8.0,4.0,5.0,5.0,5.0,5.0,10.0,0.0,10.0,6.0,10.0,10.0,6.0,10.0,10.0,10.0,0.0,8.5,11.0,40.0,28.0,40.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,120.0,20.0,19.0,60.0,60.0,13.0,11.0,18.0,16.0,14.0,21.0,15.0,23.0,42.0,53.0,50.0,67.0,54.0
485,E,1.B - asi,,,M,1.0,1.0,0.0,2.0,12.0,9.0,12.0,2.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,39.0,16.0,8.0,20.0,6.0,4.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,6.0,0.0,10.0,6.0,0.0,10.0,10.0,0.0,9.37,17.0,44.0,27.0,34.0,5.0,5.0,4.0,4.0,5.0,3.0,1.0,110.0,8.0,17.0,60.0,60.0,11.0,14.0,23.0,22.0,3.0,17.0,10.0,18.0,42.0,53.0,45.0,56.0,49.0
486,E,1.B - asi,,,F,2.0,2.0,0.0,1.0,8.0,11.0,12.0,3.0,5.0,6.0,3.0,5.0,5.0,0.0,3.0,36.0,15.0,7.0,17.0,8.0,4.0,5.0,5.0,5.0,5.0,10.0,5.0,10.0,6.0,10.0,10.0,6.0,10.0,10.0,10.0,0.0,10.95,18.0,37.0,25.0,36.0,5.0,4.0,0.0,0.0,2.0,3.0,0.0,120.0,13.0,15.0,60.0,45.0,13.0,11.0,27.0,21.0,14.0,13.0,10.0,20.0,42.0,57.0,56.0,53.0,53.0
487,E,1.B - asi,,,F,3.0,3.0,0.0,0.0,11.0,11.0,12.0,3.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,28.0,16.0,8.0,16.0,7.0,4.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,6.0,10.0,10.0,6.0,0.0,10.0,10.0,0.0,10.5,13.0,37.0,24.0,34.0,4.0,4.0,3.0,3.0,6.0,4.0,0.0,100.0,10.0,16.0,36.0,60.0,,,,,,,,,,,,,
488,E,1.B - asi,,,M,3.0,2.0,0.0,1.0,11.0,0.0,12.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,22.0,14.0,8.0,14.0,5.0,4.0,2.0,5.0,5.0,1.0,10.0,3.0,10.0,6.0,10.0,10.0,6.0,0.0,10.0,10.0,0.0,8.15,17.0,59.0,26.0,35.0,5.0,5.0,5.0,5.0,10.0,6.0,2.0,140.0,10.0,18.0,60.0,36.0,11.0,15.0,17.0,15.0,10.0,22.0,21.0,20.0,45.0,60.0,43.0,63.0,54.0
489,E,1.B - asi,,,M,2.0,3.0,0.0,1.0,11.0,11.0,12.0,4.0,5.0,6.0,4.0,5.0,5.0,4.0,5.0,6.0,12.0,7.0,16.0,6.0,4.0,5.0,5.0,5.0,5.0,10.0,5.0,10.0,6.0,10.0,10.0,6.0,10.0,10.0,10.0,0.0,7.72,17.0,35.0,28.0,31.0,5.0,3.0,3.0,4.0,10.0,6.0,1.0,160.0,18.0,19.0,60.0,33.0,15.0,19.0,9.0,19.0,14.0,18.0,12.0,21.0,56.0,36.0,55.0,61.0,53.0
490,E,1.B - asi,,,M,3.0,2.0,0.0,1.0,12.0,6.0,12.0,4.0,5.0,6.0,3.0,5.0,5.0,4.0,5.0,32.0,11.0,8.0,14.0,6.0,4.0,5.0,5.0,5.0,5.0,10.0,9.0,10.0,6.0,10.0,10.0,6.0,10.0,10.0,10.0,0.0,9.21,12.0,41.0,25.0,27.0,5.0,3.0,3.0,3.0,7.0,4.0,3.0,140.0,17.0,18.0,60.0,60.0,14.0,18.0,18.0,20.0,14.0,17.0,12.0,22.0,51.0,50.0,55.0,60.0,56.0
491,E,1.B - asi,,,M,2.0,2.0,0.0,9.0,11.0,9.0,12.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,6.0,20.0,14.0,9.0,15.0,6.0,4.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,6.0,10.0,10.0,6.0,10.0,0.0,10.0,10.0,8.74,19.0,42.0,28.0,40.0,5.0,3.0,3.0,0.0,5.0,4.0,1.0,130.0,16.0,18.0,60.0,7.0,12.0,20.0,20.0,24.0,17.0,22.0,9.0,19.0,51.0,49.0,63.0,62.0,58.0
492,E,1.B - asi,,,M,2.0,1.0,0.0,3.0,12.0,9.0,12.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,17.0,9.0,7.0,13.0,4.0,4.0,0.0,4.0,0.0,5.0,10.0,10.0,10.0,6.0,10.0,10.0,6.0,0.0,10.0,10.0,10.0,9.25,19.0,39.0,18.0,16.0,5.0,1.0,0.0,0.0,6.0,4.0,1.0,120.0,20.0,18.0,60.0,60.0,14.0,17.0,9.0,13.0,17.0,14.0,6.0,21.0,50.0,33.0,50.0,56.0,46.0
493,E,1.B - asi,,,F,3.0,2.0,0.0,0.0,12.0,12.0,12.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,6.0,49.0,14.0,9.0,17.0,6.0,4.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,6.0,10.0,10.0,6.0,10.0,10.0,10.0,0.0,8.07,21.0,43.0,26.0,44.0,5.0,5.0,5.0,5.0,10.0,10.0,3.0,130.0,17.0,19.0,60.0,60.0,20.0,17.0,24.0,22.0,13.0,21.0,27.0,22.0,58.0,72.0,56.0,65.0,68.0
494,E,1.B - asi,,,F,3.0,3.0,0.0,1.0,12.0,9.0,11.0,4.0,4.0,5.0,3.0,5.0,5.0,4.0,3.0,26.0,13.0,7.0,14.0,5.0,4.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,6.0,10.0,10.0,6.0,10.0,10.0,10.0,0.0,8.8,15.0,34.0,23.0,32.0,3.0,2.0,2.0,2.0,6.0,2.0,0.0,110.0,13.0,13.0,33.0,60.0,17.0,14.0,16.0,24.0,14.0,19.0,12.0,19.0,51.0,48.0,60.0,59.0,56.0
495,E,1.B - asi,,,F,3.0,2.0,0.0,1.0,10.0,4.0,12.0,3.0,4.0,5.0,4.0,4.0,4.0,2.0,5.0,7.0,14.0,8.0,12.0,6.0,4.0,5.0,5.0,5.0,5.0,10.0,3.0,10.0,6.0,10.0,10.0,6.0,0.0,10.0,10.0,10.0,9.72,16.0,32.0,16.0,24.0,4.0,0.0,1.0,1.0,3.0,1.0,0.0,52.0,11.0,14.0,60.0,10.0,8.0,11.0,11.0,18.0,15.0,14.0,4.0,12.0,36.0,32.0,54.0,45.0,39.0
496,E,1.B - asi,,,F,3.0,3.0,0.0,0.0,9.0,12.0,12.0,4.0,5.0,6.0,4.0,4.0,4.0,5.0,4.0,35.0,15.0,10.0,17.0,6.0,4.0,5.0,5.0,2.0,1.0,10.0,0.0,10.0,6.0,10.0,10.0,6.0,10.0,10.0,10.0,10.0,9.41,10.0,45.0,20.0,37.0,5.0,4.0,1.0,2.0,4.0,4.0,0.0,110.0,16.0,11.0,13.0,60.0,19.0,16.0,26.0,10.0,24.0,17.0,13.0,17.0,56.0,60.0,55.0,54.0,59.0
497,E,1.B - asi,,,F,3.0,2.0,0.0,1.0,11.0,12.0,11.0,3.0,5.0,6.0,3.0,4.0,4.0,5.0,6.0,0.0,16.0,6.0,15.0,7.0,4.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,6.0,10.0,10.0,6.0,10.0,10.0,10.0,0.0,8.7,11.0,41.0,28.0,35.0,5.0,4.0,2.0,4.0,3.0,4.0,0.0,110.0,5.0,12.0,60.0,60.0,17.0,17.0,13.0,24.0,14.0,20.0,17.0,19.0,54.0,50.0,60.0,60.0,58.0
498,E,1.B - asi,,,M,2.0,2.0,0.0,0.0,11.0,1.0,12.0,3.0,4.0,4.0,2.0,4.0,4.0,0.0,3.0,18.0,12.0,7.0,10.0,5.0,4.0,5.0,5.0,3.0,1.0,10.0,5.0,10.0,6.0,10.0,10.0,6.0,10.0,10.0,10.0,0.0,8.79,14.0,43.0,22.0,36.0,5.0,2.0,5.0,2.0,10.0,10.0,0.0,100.0,14.0,14.0,27.0,60.0,12.0,7.0,9.0,16.0,15.0,19.0,15.0,17.0,38.0,43.0,51.0,57.0,46.0
499,E,1.B - asi,,,M,2.0,2.0,0.0,1.0,10.0,8.0,12.0,3.0,4.0,6.0,4.0,4.0,5.0,3.0,4.0,14.0,14.0,7.0,14.0,5.0,4.0,5.0,5.0,5.0,2.0,10.0,2.0,10.0,6.0,10.0,10.0,6.0,0.0,10.0,10.0,0.0,8.49,17.0,41.0,19.0,36.0,4.0,5.0,3.0,3.0,5.0,5.0,1.0,120.0,17.0,16.0,60.0,60.0,13.0,15.0,12.0,18.0,10.0,19.0,12.0,21.0,47.0,43.0,47.0,61.0,50.0
500,E,1.B - asi,,,M,2.0,1.0,0.0,7.0,12.0,0.0,12.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,28.0,12.0,6.0,15.0,5.0,4.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,6.0,10.0,10.0,6.0,0.0,0.0,0.0,0.0,9.28,17.0,44.0,19.0,29.0,5.0,5.0,2.0,3.0,4.0,3.0,0.0,110.0,12.0,13.0,40.0,60.0,7.0,16.0,17.0,25.0,2.0,18.0,12.0,19.0,42.0,49.0,46.0,58.0,48.0
501,E,1.B - asi,,,F,2.0,2.0,0.0,3.0,10.0,8.0,9.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,36.0,13.0,6.0,14.0,6.0,4.0,5.0,5.0,1.0,5.0,10.0,10.0,10.0,6.0,10.0,10.0,6.0,0.0,10.0,10.0,0.0,9.3,18.0,43.0,14.0,31.0,4.0,5.0,3.0,3.0,5.0,3.0,0.0,110.0,12.0,13.0,41.0,60.0,7.0,10.0,19.0,19.0,9.0,17.0,17.0,19.0,34.0,56.0,47.0,57.0,48.0
502,E,1.B - asi,,,F,3.0,3.0,0.0,0.0,10.0,12.0,12.0,4.0,4.0,4.0,3.0,4.0,5.0,0.0,4.0,28.0,14.0,9.0,15.0,5.0,4.0,5.0,5.0,0.0,5.0,10.0,5.0,10.0,6.0,10.0,10.0,6.0,0.0,10.0,10.0,0.0,8.3,18.0,40.0,25.0,29.0,5.0,4.0,2.0,4.0,10.0,3.0,2.0,140.0,3.0,16.0,14.0,24.0,18.0,6.0,17.0,14.0,7.0,18.0,17.0,13.0,42.0,54.0,38.0,51.0,44.0
503,E,1.B - asi,,,F,2.0,2.0,1.0,3.0,10.0,9.0,12.0,4.0,4.0,6.0,4.0,5.0,4.0,4.0,3.0,0.0,12.0,7.0,12.0,6.0,4.0,5.0,5.0,5.0,5.0,10.0,1.0,10.0,6.0,10.0,10.0,6.0,10.0,10.0,10.0,0.0,8.05,15.0,42.0,23.0,31.0,4.0,5.0,3.0,3.0,3.0,4.0,0.0,100.0,15.0,12.0,60.0,60.0,8.0,14.0,6.0,16.0,14.0,19.0,15.0,19.0,40.0,40.0,50.0,59.0,46.0
504,E,1.B - asi,,,F,2.0,2.0,0.0,1.0,11.0,12.0,11.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,19.0,12.0,7.0,14.0,6.0,4.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,6.0,10.0,10.0,6.0,0.0,10.0,10.0,0.0,9.47,15.0,42.0,18.0,20.0,5.0,5.0,3.0,1.0,7.0,5.0,0.0,100.0,16.0,14.0,60.0,60.0,15.0,14.0,13.0,24.0,9.0,16.0,17.0,21.0,48.0,50.0,54.0,58.0,53.0
505,E,1.B - asi,,,F,3.0,2.0,0.0,6.0,11.0,12.0,12.0,3.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,20.0,12.0,7.0,13.0,5.0,4.0,5.0,5.0,2.0,5.0,10.0,10.0,10.0,6.0,10.0,10.0,6.0,10.0,10.0,10.0,0.0,8.5,15.0,39.0,21.0,32.0,3.0,2.0,2.0,3.0,4.0,7.0,1.0,100.0,9.0,11.0,60.0,60.0,11.0,12.0,9.0,19.0,13.0,17.0,11.0,17.0,41.0,38.0,52.0,54.0,44.0
506,E,2.B,,,F,3.0,3.0,0.0,0.0,12.0,12.0,12.0,4.0,5.0,6.0,4.0,5.0,5.0,4.0,4.0,37.0,16.0,10.0,17.0,6.0,4.0,5.0,5.0,5.0,1.0,10.0,5.0,10.0,6.0,10.0,10.0,6.0,0.0,10.0,10.0,0.0,8.71,18.0,51.0,28.0,35.0,5.0,5.0,3.0,4.0,10.0,5.0,1.0,110.0,20.0,15.0,60.0,28.0,22.0,16.0,23.0,13.0,6.0,18.0,15.0,16.0,61.0,61.0,38.0,54.0,55.0
507,E,2.B,,,F,3.0,2.0,0.0,3.0,10.0,12.0,12.0,3.0,5.0,6.0,4.0,5.0,5.0,4.0,0.0,31.0,12.0,7.0,13.0,7.0,4.0,5.0,5.0,5.0,5.0,10.0,5.0,10.0,6.0,10.0,10.0,6.0,0.0,10.0,10.0,0.0,9.19,17.0,42.0,24.0,26.0,5.0,5.0,4.0,2.0,10.0,4.0,2.0,130.0,19.0,15.0,60.0,36.0,10.0,8.0,13.0,17.0,6.0,13.0,15.0,17.0,36.0,48.0,42.0,51.0,42.0
508,E,2.B,,,F,3.0,3.0,1.0,1.0,12.0,11.0,12.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,29.0,15.0,8.0,19.0,7.0,4.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,6.0,10.0,10.0,6.0,0.0,10.0,10.0,0.0,9.04,17.0,51.0,32.0,35.0,5.0,4.0,3.0,2.0,7.0,4.0,1.0,120.0,20.0,15.0,30.0,60.0,14.0,8.0,19.0,20.0,6.0,18.0,11.0,16.0,40.0,50.0,45.0,54.0,46.0
509,E,2.B,,,M,2.0,2.0,0.0,5.0,12.0,9.0,12.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,24.0,13.0,8.0,15.0,7.0,4.0,5.0,5.0,3.0,5.0,10.0,4.0,10.0,6.0,10.0,10.0,6.0,10.0,10.0,10.0,0.0,8.81,13.0,36.0,29.0,34.0,4.0,4.0,5.0,3.0,10.0,10.0,1.0,130.0,13.0,17.0,60.0,60.0,9.0,13.0,15.0,14.0,12.0,14.0,12.0,17.0,38.0,45.0,46.0,52.0,0.0
510,E,2.B,,,M,3.0,3.0,0.0,6.0,12.0,12.0,12.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,35.0,12.0,8.0,22.0,6.0,4.0,5.0,5.0,5.0,5.0,10.0,2.0,10.0,6.0,10.0,10.0,6.0,10.0,0.0,10.0,0.0,8.13,19.0,59.0,34.0,38.0,5.0,5.0,5.0,4.0,10.0,10.0,3.0,130.0,28.0,17.0,60.0,60.0,14.0,17.0,19.0,16.0,7.0,19.0,18.0,21.0,52.0,59.0,42.0,62.0,56.0
511,E,2.B,,,F,3.0,3.0,0.0,0.0,12.0,3.0,12.0,4.0,5.0,6.0,3.0,5.0,4.0,5.0,6.0,35.0,17.0,9.0,21.0,6.0,4.0,5.0,5.0,5.0,1.0,10.0,10.0,10.0,6.0,10.0,10.0,6.0,0.0,10.0,10.0,0.0,8.13,17.0,38.0,27.0,28.0,5.0,5.0,5.0,4.0,10.0,6.0,4.0,140.0,19.0,19.0,30.0,32.0,11.0,17.0,24.0,16.0,7.0,16.0,23.0,18.0,47.0,73.0,42.0,54.0,56.0
512,E,2.B,,,M,3.0,2.0,0.0,3.0,11.0,12.0,12.0,3.0,5.0,6.0,3.0,5.0,5.0,4.0,4.0,42.0,14.0,9.0,17.0,5.0,4.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,6.0,10.0,10.0,6.0,0.0,10.0,10.0,0.0,9.6,16.0,43.0,32.0,30.0,4.0,4.0,5.0,4.0,10.0,10.0,1.0,100.0,10.0,17.0,53.0,20.0,15.0,16.0,23.0,22.0,8.0,18.0,16.0,13.0,52.0,61.0,51.0,52.0,56.0
513,E,2.B,,,F,3.0,3.0,0.0,0.0,10.0,12.0,12.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,28.0,15.0,8.0,20.0,7.0,4.0,5.0,5.0,5.0,5.0,10.0,5.0,10.0,6.0,10.0,10.0,6.0,10.0,10.0,10.0,0.0,7.41,20.0,42.0,29.0,37.0,5.0,5.0,4.0,3.0,10.0,8.0,4.0,120.0,20.0,15.0,60.0,60.0,18.0,15.0,22.0,19.0,13.0,13.0,24.0,20.0,53.0,67.0,52.0,53.0,59.0
514,E,2.B,,,F,3.0,3.0,0.0,6.0,11.0,12.0,12.0,4.0,5.0,6.0,4.0,5.0,5.0,5.0,5.0,32.0,17.0,10.0,17.0,7.0,4.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,6.0,10.0,10.0,6.0,0.0,10.0,10.0,10.0,7.65,21.0,36.0,30.0,35.0,5.0,5.0,5.0,3.0,10.0,10.0,4.0,130.0,16.0,16.0,60.0,60.0,11.0,18.0,26.0,21.0,14.0,20.0,24.0,21.0,48.0,78.0,56.0,61.0,65.0
515,E,2.B,,,M,3.0,2.0,0.0,4.0,10.0,12.0,12.0,3.0,5.0,6.0,4.0,5.0,5.0,5.0,4.0,21.0,15.0,9.0,18.0,8.0,4.0,5.0,5.0,5.0,5.0,10.0,7.0,10.0,6.0,10.0,10.0,6.0,10.0,10.0,10.0,10.0,9.46,18.0,35.0,26.0,30.0,5.0,3.0,5.0,4.0,4.0,3.0,2.0,100.0,16.0,10.0,32.0,28.0,8.0,16.0,20.0,17.0,23.0,14.0,13.0,12.0,42.0,54.0,63.0,47.0,52.0
516,E,2.B,,,F,3.0,3.0,0.0,2.0,11.0,12.0,12.0,4.0,5.0,6.0,4.0,5.0,5.0,5.0,4.0,48.0,15.0,10.0,24.0,7.0,4.0,5.0,5.0,5.0,3.0,10.0,10.0,10.0,6.0,10.0,10.0,6.0,10.0,10.0,10.0,0.0,10.04,19.0,52.0,27.0,37.0,5.0,0.0,4.0,2.0,2.0,3.0,0.0,100.0,6.0,14.0,60.0,60.0,14.0,17.0,27.0,17.0,12.0,16.0,4.0,15.0,50.0,52.0,48.0,52.0,50.0
517,E,2.B,,,M,3.0,3.0,0.0,2.0,11.0,11.0,8.0,4.0,5.0,5.0,2.0,5.0,4.0,3.0,4.0,27.0,12.0,8.0,17.0,6.0,4.0,5.0,5.0,5.0,5.0,10.0,5.0,10.0,6.0,0.0,10.0,6.0,10.0,10.0,10.0,0.0,8.9,19.0,38.0,19.0,21.0,4.0,4.0,5.0,2.0,8.0,2.0,0.0,130.0,28.0,17.0,60.0,40.0,10.0,11.0,16.0,18.0,7.0,12.0,6.0,19.0,36.0,38.0,45.0,52.0,40.0
518,E,2.B,,,F,3.0,3.0,0.0,0.0,9.0,11.0,12.0,3.0,4.0,6.0,4.0,4.0,4.0,0.0,4.0,8.0,16.0,8.0,20.0,7.0,4.0,5.0,5.0,5.0,5.0,10.0,5.0,10.0,6.0,10.0,10.0,6.0,10.0,10.0,10.0,0.0,8.14,15.0,52.0,25.0,25.0,5.0,5.0,5.0,3.0,10.0,4.0,5.0,130.0,16.0,15.0,60.0,60.0,14.0,5.0,13.0,17.0,12.0,17.0,20.0,19.0,37.0,54.0,48.0,56.0,48.0
519,E,2.B,,,M,2.0,2.0,0.0,0.0,12.0,12.0,12.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,3.0,24.0,13.0,8.0,15.0,5.0,4.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,6.0,10.0,0.0,6.0,0.0,10.0,10.0,0.0,9.39,19.0,42.0,20.0,33.0,5.0,4.0,5.0,4.0,8.0,10.0,2.0,130.0,33.0,19.0,60.0,60.0,18.0,14.0,15.0,22.0,3.0,16.0,17.0,23.0,53.0,52.0,45.0,61.0,54.0
